Date,Precip,LST,NDVI
10/1/13,44.2987,40.13,0.3621
10/11/13,28.8837,38.3511,0.4315
10/21/13,29.6019,32.9389,0.5252
11/1/13,35.641,33.2793,0.6071
11/11/13,39.007,31.8583,0.644
11/21/13,6.7114,35.1112,0.6348
12/1/13,0.6041,39.2826,0.5882
12/11/13,0.651,40.7096,0.5152
12/21/13,1.3696,41.7954,0.4386
1/1/14,0.0679,43.7534,0.3764
1/11/14,0,44.7074,0.3343
1/21/14,0,45.568,0.3082
2/1/14,0,46.9472,0.2918
2/11/14,0.0437,46.2631,0.2805
2/21/14,0.2122,46.2597,0.2748
3/1/14,1.5263,46.1971,0.2774
3/11/14,4.4669,45.9257,0.2945
3/21/14,13.2083,44.0251,0.3271
4/1/14,16.759,43.6293,0.3692
4/11/14,50.7397,40.2148,0.4162
4/21/14,23.1306,39.4792,0.4664
5/1/14,76.6337,38.7121,0.5199
5/11/14,57.5322,33.731,0.5601
5/21/14,19.7934,33.0686,0.5622
6/1/14,9.0587,32.9968,0.5327
6/11/14,4.317,34.7195,0.479
6/21/14,4.9108,32.2157,0.4047
7/1/14,7.4439,33.9549,0.3322
7/11/14,8.0766,33.3895,0.2707
7/21/14,9.3021,36.9916,0.2363
8/1/14,5.5787,36.8757,0.2361
8/11/14,7.8023,39.4413,0.2537
8/21/14,3.8687,41.3789,0.2809
9/1/14,1.8992,41.8714,0.2912
9/11/14,2.1739,40.2994,0.2827
9/21/14,2.7427,42.4859,0.2852
10/1/14,13.116,44.492,0.321
10/11/14,22.9007,39.77,0.3965
10/21/14,23.1712,34.9758,0.4882
11/1/14,29.9337,34.954,0.5549
11/11/14,24.8962,34.9589,0.5857
11/21/14,20.8911,33.2336,0.5903
12/1/14,0.9773,38.3754,0.564
12/11/14,0.8097,41.1334,0.5078
12/21/14,1.4722,42.6513,0.4379
1/1/15,0.0855,44.4167,0.3706
1/11/15,0,44.8947,0.3185
1/21/15,0,45.6143,0.2854
2/1/15,0,46.227,0.2685
2/11/15,0.0113,47.0893,0.261
2/21/15,0.3639,47.1129,0.2561
3/1/15,1.5175,49.4068,0.2566
3/11/15,1.6918,47.5118,0.2656
3/21/15,17.2877,44.2798,0.2996
4/1/15,98.7007,40.0102,0.3711
4/11/15,48.716,37.2443,0.4683
4/21/15,42.169,34.1697,0.5528
5/1/15,26.3943,31.7101,0.5893
5/11/15,8.8122,32.9492,0.5966
5/21/15,19.2995,34.7369,0.5704
6/1/15,7.4023,35.4503,0.5192
6/11/15,4.6651,34.5906,0.4634
6/21/15,5.2618,36.4025,0.4107
7/1/15,7.4896,38.1212,0.3596
7/11/15,8.0451,33.6159,0.3115
7/21/15,10.9151,38.0026,0.2843
8/1/15,5.1607,35.4327,0.2803
8/11/15,3.9362,37.0036,0.3103
8/21/15,4.8739,37.0061,0.3437
9/1/15,1.9301,41.32,0.3623
9/11/15,2.4903,40.0287,0.356
9/21/15,2.85,40.9338,0.3597
10/1/15,47.7071,38.4178,0.397
10/11/15,62.2148,35.2982,0.4809
10/21/15,35.2301,31.4209,0.5827
11/1/15,44.6626,31.8513,0.6436
11/11/15,31.4475,30.9274,0.6573
11/21/15,9.6739,33.6949,0.6458
12/1/15,0.8972,35.2439,0.6113
12/11/15,0.8169,38.4029,0.5575
12/21/15,1.375,39.789,0.4974
1/1/16,0.1822,42.771,0.4363
1/11/16,0,43.4976,0.3803
1/21/16,0,43.7605,0.3349
2/1/16,0,45.9675,0.3025
2/11/16,0,47.0462,0.2883
2/21/16,2.4515,46.0178,0.2925
3/1/16,1.465,44.3408,0.2999
3/11/16,1.0379,48.4117,0.3052
3/21/16,2.4432,48.1476,0.3075
4/1/16,29.3743,43.7726,0.3157
4/11/16,18.8294,41.187,0.3526
4/21/16,57.619,41.9024,0.4261
5/1/16,54.1392,34.7872,0.5108
5/11/16,6.853,35.2352,0.5594
5/21/16,9.0919,35.7436,0.5631
6/1/16,7.5362,37.0764,0.5317
6/11/16,15.0705,36.7388,0.4705
6/21/16,6.3191,29.3128,0.3793
7/1/16,4.6043,31.1274,0.3195
7/11/16,4.6027,36.3253,0.2937
7/21/16,5.3123,37.7889,0.2966
8/1/16,4.6206,39.0197,0.3173
8/11/16,3.7214,39.6688,0.3245
8/21/16,3.668,39.6857,0.3144
9/1/16,2.1541,41.5003,0.3028
9/11/16,2.4023,42.2108,0.2899
9/21/16,3.1348,42.31,0.281
10/1/16,11.6534,41.0964,0.286
10/11/16,6.9142,40.1541,0.31
10/21/16,7.7692,38.9503,0.3467
11/1/16,7.8591,40.1496,0.3872
11/11/16,16.2662,39.0584,0.4254
11/21/16,18.0454,36.2474,0.4461
12/1/16,4.5935,38.7703,0.4438
12/11/16,0.9141,42.8009,0.419
12/21/16,1.5015,43.5928,0.377
1/1/17,0.0152,45.6157,0.33
1/11/17,0,46.5937,0.2947
1/21/17,0,46.8217,0.2748
2/1/17,0,46.4856,0.2663
2/11/17,0.0047,45.3257,0.2594
2/21/17,0.2502,47.7628,0.2535
3/1/17,0.7291,50.6496,0.2506
3/11/17,0.5614,48.7612,0.2555
3/21/17,3.5759,46.9521,0.2717
4/1/17,28.7229,45.9087,0.2949
4/11/17,18.2167,44.1088,0.3234
4/21/17,44.5095,41.5028,0.3592
5/1/17,48.4174,34.9292,0.4578
5/11/17,15.6445,35.9751,0.5038
5/21/17,23.2836,36.2277,0.5104
6/1/17,3.8225,33.9914,0.4824
6/11/17,5.1427,35.3406,0.4434
6/21/17,3.0599,36.164,0.3942
7/1/17,5.7695,36.0245,0.3503
7/11/17,6.3893,32.291,0.3032
7/21/17,6.9388,38.2913,0.2826
8/1/17,4.8681,38.8859,0.2816
8/11/17,4.331,39.6651,0.2879
8/21/17,3.9188,40.7133,0.284
9/1/17,2.3645,42.2932,0.2733
9/11/17,2.843,47.2048,0.2692
9/21/17,5.2995,41.9677,0.2793
10/1/17,7.6377,43.6966,0.3012
10/11/17,19.5856,42.0841,0.336
10/21/17,13.5921,38.6963,0.4078
11/1/17,68.0155,32.3003,0.4832
11/11/17,20.7437,36.1754,0.5349
11/21/17,8.9722,37.6751,0.5436
12/1/17,0.1101,40.5479,0.5202
12/11/17,0.1384,41.7958,0.4587
12/21/17,0.6299,44.4855,0.3916
1/1/18,0.0532,42.4448,0.3359
1/11/18,0,44.2667,0.2961
1/21/18,0,46.0044,0.2775
2/1/18,0,46.7353,0.2711
2/11/18,0.0091,45.8784,0.267
2/21/18,0.4686,46.0617,0.2658
3/1/18,6.7712,46.6718,0.2687
3/11/18,9.7693,46.5093,0.2806
3/21/18,23.8806,43.4879,0.309
4/1/18,72.6717,41.3375,0.3632
4/11/18,76.2804,36.2817,0.4389
4/21/18,41.8055,32.3021,0.5275
5/1/18,67.7705,32.3749,0.5778
5/11/18,63.7042,32.1129,0.5905
5/21/18,24.9524,30.6257,0.5799
6/1/18,6.2057,29.4167,0.5498
6/11/18,4.1808,30.9036,0.5282
6/21/18,5.4743,34.1999,0.4894
7/1/18,7.7667,29.5387,0.4365
7/11/18,7.7367,33.4458,0.3776
7/21/18,8.8948,36.8004,0.3425
8/1/18,7.2553,37.4631,0.3334
8/11/18,7.817,33.0321,0.3297
8/21/18,5.566,39.1927,0.3182
9/1/18,1.1791,39.8804,0.3185
9/11/18,2.2961,43.4757,0.328
9/21/18,4.1467,40.3285,0.3391
10/1/18,6.6767,41.0692,0.3495
10/11/18,16.3995,40.663,0.3705
10/21/18,35.7368,36.3183,0.4128
11/1/18,5.0858,36.8074,0.471
11/11/18,17.1074,34.7523,0.5274
11/21/18,19.9243,37.5115,0.5447
12/1/18,24.5147,35.6298,0.5281
12/11/18,14.6608,38.6239,0.4909
12/21/18,6.1424,40.1233,0.4406
