DT,NDVI,P,ET,LST
2006-05-10,0.5148,42.3585,36.5651,25.7116
2006-05-20,0.5198,19.8605,40.2118,27.2444
2006-05-31,0.516,26.9801,42.0656,26.0694
2006-06-10,0.5081,22.9201,33.3037,24.4004
2006-06-20,0.4992,26.8229,32.1138,25.5109
2006-06-30,0.489,42.8816,32.8987,23.511999999999997
2006-07-10,0.4748,59.7552,28.5511,23.1574
2006-07-20,0.4528,32.342,32.1961,21.4818
2006-07-31,0.4243,48.1069,31.0816,21.6528
2006-08-10,0.4204,45.577,26.7016,20.6328
2006-08-20,0.4461,51.1263,31.0404,21.3026
2006-08-31,0.4942,53.856,36.1952,22.383000000000003
2006-09-10,0.5347,43.9126,33.1356,23.508000000000003
2006-09-20,0.5524,29.0473,34.817,22.1149
2006-09-30,0.5524,45.9109,34.2094,22.0436
2006-10-10,0.5415,26.6967,31.1997,23.7426
2006-10-20,0.534,35.7283,31.7645,23.4428
2006-10-31,0.5288,48.5986,32.6682,21.7612
2006-11-10,0.5264,5.9211,36.3505,24.9702
2006-11-20,0.5222,11.401,36.1335,26.01
2006-11-30,0.5178,11.4455,35.6262,25.6524
2006-12-10,0.515,12.3688,32.957,23.4309
2006-12-20,0.5117,4.2246,37.4887,28.1914
2006-12-31,0.5022,5.2756,39.9377,27.513
2007-01-10,0.4877,6.1438,38.9828,30.2626
2007-01-20,0.4748,7.6502,40.1798,30.8671
2007-01-31,0.4706,11.4295,42.6366,31.1099
2007-02-10,0.4742,24.7327,37.6047,27.4628
2007-02-20,0.4786,4.8877,45.2363,30.4717
2007-02-28,0.4756,10.0415,38.6415,31.5704
2007-03-10,0.4643,13.5361,53.1131,35.268
2007-03-20,0.4495,22.7269,49.9064,35.4607
2007-03-31,0.4423,26.3715,47.685,29.6298
2007-04-10,0.4463,16.9812,44.5052,32.4174
2007-04-20,0.4563,76.8403,29.8893,27.039
2007-04-30,0.4699,22.4185,42.3758,28.6627
2007-05-10,0.479,20.994,41.6885,29.0538
2007-05-20,0.4821,40.1719,39.1058,26.7786
2007-05-31,0.4831,55.128,38.3658,25.3933
2007-06-10,0.4811,26.7158,38.2206,24.5859
2007-06-20,0.4747,66.252,28.3584,23.1878
2007-06-30,0.4674,41.9642,27.7172,22.3732
2007-07-10,0.47,39.0309,30.3248,22.2988
2007-07-20,0.4766,16.4349,33.7787,23.5555
2007-07-31,0.4826,83.7474,34.0109,22.5401
2007-08-10,0.4819,49.9811,28.8034,21.5547
2007-08-20,0.4873,53.0724,30.5165,20.7737
2007-08-31,0.4996,67.0145,33.0697,21.248
2007-09-10,0.5247,55.7899,31.116,22.0636
2007-09-20,0.5512,44.571000000000005,31.4928,22.6362
2007-09-30,0.5731,61.7137,30.6658,21.9437
2007-10-10,0.5889,30.9183,37.6052,21.9282
2007-10-20,0.5978,19.8398,37.5535,23.5378
2007-10-31,0.5947,16.7299,44.5941,25.8524
2007-11-10,0.5778,11.8745,35.3283,24.9932
2007-11-20,0.5546,8.8547,36.1999,27.5571
2007-11-30,0.5264,6.7496,38.4645,28.2496
2007-12-10,0.496,2.5374,39.2376,29.1097
2007-12-20,0.4673,2.224,40.7606,31.6591
2007-12-31,0.4377,2.7537,44.8416,30.8788
2008-01-10,0.4134,4.1178,44.3105,34.5058
2008-01-20,0.3963,6.8138,40.9617,29.693
2008-01-31,0.3855,4.3291,51.5823,35.6431
2008-02-10,0.3771,4.4996,46.9397,33.3791
2008-02-20,0.3668,6.2129,51.7705,36.1369
2008-02-28,0.3545,2.9174,50.2987,36.0137
2008-03-10,0.3437,6.2255,57.849,38.5689
2008-03-20,0.3363,6.2238,56.1458,37.9596
2008-03-31,0.3292,13.3552,61.1948,39.044000000000004
2008-04-10,0.3197,24.6844,45.4079,34.4936
2008-04-20,0.3147,23.9464,40.629,32.4072
2008-04-30,0.3209,29.393,41.3787,32.6759
2008-05-10,0.3415,46.3264,34.4652,28.3549
2008-05-20,0.3691,31.1439,38.5065,29.1373
2008-05-31,0.39399999999999996,41.8715,42.5531,27.8977
2008-06-10,0.4124,46.626000000000005,31.5157,24.2501
2008-06-20,0.4339,32.4536,32.1911,25.4388
2008-06-30,0.4563,33.9359,38.3593,24.9685
2008-07-10,0.4742,73.108,33.8302,23.5603
2008-07-20,0.4773,41.381,29.5023,20.8357
2008-07-31,0.4724,47.6893,33.8366,21.4018
2008-08-10,0.4773,77.217,31.32,22.3871
2008-08-20,0.5032,32.4543,31.416,21.8152
2008-08-31,0.5416,37.8365,37.8673,23.6157
2008-09-10,0.5734,47.3632,34.8423,22.3199
2008-09-20,0.588,38.4855,34.9888,22.3891
2008-09-30,0.5979,39.3288,32.3047,21.9301
2008-10-10,0.5977,29.9168,36.416,22.7763
2008-10-20,0.5936,33.5031,37.9319,24.7926
2008-10-31,0.5927,56.493,32.7677,21.2246
2008-11-10,0.5997,74.5518,28.2231,21.526999999999997
2008-11-20,0.6041,2.8573,38.0835,25.4544
2008-11-30,0.5935,3.0484,37.4809,26.1208
2008-12-10,0.5661,2.3707,36.7954,26.0589
2008-12-20,0.5268,2.1884,38.3715,29.9143
2008-12-31,0.4838,3.5504,41.6276,29.2397
2009-01-10,0.4532,6.2321,41.8249,32.9354
2009-01-20,0.4378,8.0064,38.9151,30.5696
2009-01-31,0.4358,21.653000000000002,34.9751,27.3337
2009-02-10,0.4425,5.1577,45.7844,31.2775
2009-02-20,0.4463,5.7224,47.7515,32.1728
2009-02-28,0.4415,7.0666,40.3805,34.8902
2009-03-10,0.4307,14.957,53.5133,36.4142
2009-03-20,0.4171,15.7006,53.7276,33.965
2009-03-31,0.4141,29.7127,52.1339,35.3779
2009-04-10,0.423,34.0823,35.6302,28.1324
2009-04-20,0.4432,21.7751,41.5717,30.3624
2009-04-30,0.4616,28.8663,42.9185,30.8582
2009-05-10,0.4716,17.3703,46.9653,30.8941
2009-05-20,0.4761,34.2799,35.7251,27.2076
2009-05-31,0.4803,21.3244,48.1151,29.7078
2009-06-10,0.4765,16.5318,40.7376,30.5191
2009-06-20,0.4622,24.2487,39.3557,28.8782
2009-06-30,0.4399,20.4446,36.0885,27.0041
2009-07-10,0.4123,22.2067,32.1228,23.1914
2009-07-20,0.3983,56.2717,30.2232,23.3044
2009-07-31,0.4073,32.7487,36.0185,23.4224
2009-08-10,0.4405,32.9906,32.6354,23.774
2009-08-20,0.4843,53.2998,33.7743,22.3468
2009-08-31,0.5341,33.6432,39.684,23.6196
2009-09-10,0.5723,37.9834,34.6782,22.6826
2009-09-20,0.5971,22.6421,38.5176,24.7973
2009-09-30,0.599,41.7228,32.279,23.5277
2009-10-10,0.6042,28.4482,33.3687,25.2361
2009-10-20,0.6112,46.4295,32.2854,22.1519
2009-10-31,0.6102,22.5085,41.6672,24.3562
2009-11-10,0.5862,7.292000000000001,39.6761,27.5963
2009-11-20,0.5478,3.9322,40.4184,28.2189
2009-11-30,0.5033,8.0771,37.8454,27.7043
2009-12-10,0.4715,22.1489,36.6577,26.7417
2009-12-20,0.4607,23.8714,33.8748,26.9877
2009-12-31,0.4668,18.0319,34.0269,24.7663
2010-01-10,0.4778,7.9218,35.7174,26.5639
2010-01-20,0.4881,10.9835,40.1109,29.3338
2010-01-31,0.4869,13.8435,50.2212,31.6303
2010-02-10,0.4776,16.927,37.1837,31.3241
2010-02-20,0.469,27.0672,34.532,26.6524
2010-02-28,0.4733,20.8563,30.0206,28.8792
2010-03-10,0.4913,54.2955,35.8645,25.649
2010-03-20,0.5171,20.3547,42.0286,31.0021
2010-03-31,0.5411,40.5841,38.3693,27.4164
2010-04-10,0.5489999999999999,24.0268,44.4564,29.2844
2010-04-20,0.5384,105.1091,31.7674,25.6284
2010-04-30,0.528,49.3997,31.5716,24.5646
2010-05-10,0.5232,46.2215,34.0415,23.6577
2010-05-20,0.5278,54.6368,33.8753,23.4611
2010-05-31,0.5366,38.4327,39.1487,26.1287
2010-06-10,0.5387,24.3326,37.2395,25.9135
2010-06-20,0.5291,31.1132,32.2852,24.4026
2010-06-30,0.5135,22.4995,30.3069,23.9769
2010-07-10,0.498,29.6981,31.0547,23.5059
2010-07-20,0.4826,29.0349,31.728,24.8192
2010-07-31,0.4684,91.8842,28.5711,20.8067
2010-08-10,0.4632,22.2505,31.2608,22.6248
2010-08-20,0.4715,44.2587,30.9228,23.7341
2010-08-31,0.4829,74.3226,30.7225,20.9563
2010-09-10,0.5039,37.0812,36.1247,23.1098
2010-09-20,0.5354,55.4282,30.2806,22.0698
2010-09-30,0.5699,34.3232,34.6859,23.1186
2010-10-10,0.5897,16.0104,37.501999999999995,23.254
2010-10-20,0.59,19.8108,37.8159,24.6006
2010-10-31,0.5804,15.5313,41.0643,25.3437
2010-11-10,0.5628,3.193,40.8173,27.9352
2010-11-20,0.5404,4.599,37.0775,27.5745
2010-11-30,0.5183,7.0294,34.4911,26.8275
2010-12-10,0.4976,3.6076,38.2781,31.1154
2010-12-20,0.4729,3.3643,38.8215,29.2535
2010-12-31,0.4581,9.2893,37.6287,28.3696
2011-01-10,0.4505,6.0876,40.3219,30.4692
2011-01-20,0.4433,7.6065,39.5021,29.9805
2011-01-31,0.4323,5.5184,50.4248,32.5928
2011-02-10,0.4181,4.0966,50.8535,36.4223
2011-02-20,0.3996,9.91,44.8573,34.0462
2011-02-28,0.3868,3.1036,44.8663,37.0332
2011-03-10,0.3818,17.4059,53.5064,36.2061
2011-03-20,0.3851,22.8697,43.3675,32.3914
2011-03-31,0.3909,6.638,61.5844,37.2858
2011-04-10,0.3926,12.7932,52.5483,35.7753
2011-04-20,0.3829,17.202,48.365,34.121
2011-04-30,0.3745,38.4453,37.1238,32.9279
2011-05-10,0.37799999999999995,38.9432,36.4666,29.3369
2011-05-20,0.3962,67.2178,37.1783,29.811
2011-05-31,0.4218,61.1154,34.4097,23.9993
2011-06-10,0.4461,20.9176,35.6035,24.9502
2011-06-20,0.4645,33.1837,30.9594,24.2612
2011-06-30,0.478,40.6273,28.263,23.0763
2011-07-10,0.4884,34.4708,32.3245,23.5956
2011-07-20,0.4957,61.8156,29.6006,22.3272
2011-07-31,0.5069,64.1932,33.7295,21.7967
2011-08-10,0.518,39.7442,30.4906,22.7144
2011-08-20,0.5257,54.1608,32.0618,21.1967
2011-08-31,0.5354,58.9889,36.5451,21.441999999999997
2011-09-10,0.5548,46.066,29.4611,20.4682
2011-09-20,0.5825,32.7371,33.2851,22.6129
2011-09-30,0.606,37.2116,33.9033,21.758000000000003
2011-10-10,0.6168,26.1956,36.1611,24.1943
2011-10-20,0.6055,24.0757,35.9246,23.9371
2011-10-31,0.5798,17.548,47.3776,26.5179
2011-11-10,0.546,37.233000000000004,31.5043,24.9561
2011-11-20,0.5232,6.4826,38.0722,25.7696
2011-11-30,0.5159,10.9167,31.8899,25.9294
2011-12-10,0.513,2.7479,36.1923,26.9253
2011-12-20,0.4979,2.4017,39.4491,29.3137
2011-12-31,0.4688,2.7691,46.4891,31.5918
2012-01-10,0.4331,3.9322,43.8423,33.0712
2012-01-20,0.4017,3.5460000000000003,45.9483,33.0498
2012-01-31,0.38,4.2504,54.0034,34.9483
2012-02-10,0.363,3.1749,53.6758,36.8171
2012-02-20,0.3476,3.5467,56.4183,37.8274
2012-02-28,0.3337,3.2267,49.2124,35.7537
2012-03-10,0.3247,10.9063,54.5694,35.0061
2012-03-20,0.3261,7.8628,58.6887,40.4968
2012-03-31,0.3382,22.009,56.2506,38.1326
2012-04-10,0.3586,65.7516,36.9167,29.5674
2012-04-20,0.39,35.5139,35.41,28.7026
2012-04-30,0.428,40.1079,34.9003,28.3836
2012-05-10,0.46399999999999997,44.2432,35.8077,28.2491
2012-05-20,0.4895,17.5112,39.4829,27.4149
2012-05-31,0.4958,16.9909,46.2399,28.6218
2012-06-10,0.4799,26.4973,36.611999999999995,26.8063
2012-06-20,0.4584,23.4454,33.1269,26.274
2012-06-30,0.4447,27.9198,31.3047,23.968000000000004
2012-07-10,0.4493,40.2194,28.0351,21.6412
2012-07-20,0.4699,36.8126,31.9066,21.7691
2012-07-31,0.4993,66.9391,31.7642,21.5811
2012-08-10,0.5253,42.5034,29.9714,21.487
2012-08-20,0.5419,42.9754,31.1682,22.1454
2012-08-31,0.5481,67.4054,33.795,21.794
2012-09-10,0.5529999999999999,57.6562,31.1934,23.3334
2012-09-20,0.5624,43.1768,33.7063,22.1522
2012-09-30,0.5842,44.4727,33.1404,21.574
2012-10-10,0.6052,15.6274,36.0412,22.9151
2012-10-20,0.6109,10.3054,39.4326,25.0146
2012-10-31,0.5915,31.6014,36.0344,25.4411
2012-11-10,0.5632,14.6254,37.4558,25.6505
2012-11-20,0.5345,10.1235,35.6663,26.8503
2012-11-30,0.5128,5.3266,37.8871,28.4275
2012-12-10,0.4937,5.3003,36.0515,28.2524
2012-12-20,0.4746,4.0579,36.8151,29.3702
2012-12-31,0.4573,3.3136,42.174,31.4161
2013-01-10,0.4403,13.8459,36.1984,31.0741
2013-01-20,0.4234,6.0759,40.7397,31.7935
2013-01-31,0.4086,6.0835,49.0322,34.4427
2013-02-10,0.3926,6.8408,44.8506,33.3347
2013-02-20,0.3773,5.3034,52.2365,37.5697
2013-02-28,0.364,3.5742,45.4419,37.8546
2013-03-10,0.3548,11.5982,52.1053,36.4522
2013-03-20,0.3572,29.0453,35.1663,32.8302
2013-03-31,0.3736,53.5597,38.1084,27.7057
2013-04-10,0.4069,53.9919,32.8654,27.3804
2013-04-20,0.4447,36.6546,35.2881,28.4847
2013-04-30,0.4782,42.6485,33.4972,28.0874
2013-05-10,0.4936,51.5051,29.4455,24.2227
2013-05-20,0.5004,18.0717,37.3146,25.671999999999997
2013-05-31,0.4906,31.647,39.099000000000004,25.6233
2013-06-10,0.4719,22.3754,33.2223,25.5413
2013-06-20,0.4449,62.7228,27.3237,23.6413
2013-06-30,0.4289,18.4801,30.9868,22.509
2013-07-10,0.4251,62.8924,28.2805,22.9712
2013-07-20,0.4322,50.6967,27.7362,20.6179
2013-07-31,0.4467,50.2291,29.6598,20.831999999999997
2013-08-10,0.4753,36.7579,27.3273,21.835
2013-08-20,0.5121,71.0691,31.9252,20.4347
2013-08-31,0.5449,48.6114,36.5652,21.5752
2013-09-10,0.5663,41.3226,32.1715,21.5549
2013-09-20,0.5722,33.6906,32.0616,22.9344
2013-09-30,0.5682,25.9853,34.2757,23.7833
2013-10-10,0.5625,40.1535,25.3056,21.294
2013-10-20,0.5625,18.5151,33.6641,22.1445
2013-10-31,0.5669,13.9762,41.9156,24.866
2013-11-10,0.5726,21.203000000000003,33.2185,24.2737
2013-11-20,0.5732,23.0251,33.4577,25.1081
2013-11-30,0.5595,8.6276,35.9236,26.745
2013-12-10,0.5349,2.3313,37.9005,30.6941
2013-12-20,0.4993,2.2229,36.3536,29.0967
2013-12-31,0.4678,3.0705,38.8272,28.9994
2014-01-10,0.4439,8.4835,35.4981,30.6314
2014-01-20,0.4268,4.5301,38.2812,30.7301
2014-01-31,0.4157,5.5619,47.6665,33.77
2014-02-10,0.4116,15.2691,38.8013,32.1084
2014-02-20,0.4154,13.0493,34.9261,29.8455
2014-02-28,0.4278,15.4191,35.5035,30.427
2014-03-10,0.4405,15.4864,50.2813,34.1279
2014-03-20,0.4496,28.9524,45.4315,31.4891
2014-03-31,0.45299999999999996,37.0694,43.2795,32.4891
2014-04-10,0.4526,42.0807,39.6453,29.7489
2014-04-20,0.4504,19.269000000000002,41.9469,28.2155
2014-04-30,0.4499,23.037,37.6729,28.8632
2014-05-10,0.4558,46.2498,32.3707,28.0809
2014-05-20,0.4694,28.4403,34.7206,26.250999999999998
2014-05-31,0.4881,44.0581,37.1708,26.2976
2014-06-10,0.4952,15.3384,39.9778,28.319000000000003
2014-06-20,0.4784,27.3305,35.7088,27.2163
2014-06-30,0.4509,21.4979,31.9017,24.1642
2014-07-10,0.4334,25.8138,31.2152,24.8387
2014-07-20,0.4357,26.7543,29.0827,22.8633
2014-07-31,0.4617,49.2347,31.1055,24.1536
2014-08-10,0.4944,45.4713,29.9522,24.1951
2014-08-20,0.5145,39.4544,32.0281,22.151999999999997
2014-08-31,0.5255,108.2053,33.8541,22.855999999999998
2014-09-10,0.5418,37.6633,31.6913,21.7376
2014-09-20,0.5653,47.5761,34.0252,22.1721
2014-09-30,0.5826,32.2207,33.765,23.1331
2014-10-10,0.5919,43.6365,24.884,20.9563
2014-10-20,0.5935,28.701,35.4157,21.9218
2014-10-31,0.5778,24.0322,40.9138,24.0802
2014-11-10,0.5585,4.5726,37.4203,26.0369
2014-11-20,0.5389,4.6358,35.1262,25.166999999999998
2014-11-30,0.5238,13.4356,29.2332,25.1025
2014-12-10,0.5134,5.0575,35.3208,26.8018
2014-12-20,0.4997,4.3704,37.1341,28.7589
2014-12-31,0.4748,6.1371,41.5082,30.9818
2015-01-10,0.4475,5.4647,39.9365,33.1996
2015-01-20,0.4205,5.2642,40.0,33.0542
2015-01-31,0.3961,6.3455,48.313,34.6622
2015-02-10,0.3771,14.1598,48.0083,36.9898
2015-02-20,0.3618,9.41,46.3171,35.5853
2015-02-28,0.3511,7.0131,40.7338,35.1343
2015-03-10,0.3454,12.2547,58.4991,38.1396
2015-03-20,0.3442,12.2083,54.6162,37.3058
2015-03-31,0.3482,51.7221,44.6791,33.1069
2015-04-10,0.3608,33.8684,44.5636,34.3155
2015-04-20,0.3775,57.9295,41.3465,31.1941
2015-04-30,0.3942,36.5087,45.1453,32.6867
2015-05-10,0.4078,34.4006,28.2296,29.3657
2015-05-20,0.4221,13.689,42.1005,28.8057
2015-05-31,0.4416,39.1424,36.9233,27.7679
2015-06-10,0.45799999999999996,23.3161,38.3596,27.0108
2015-06-20,0.462,28.4139,33.3837,26.2346
2015-06-30,0.4615,38.733000000000004,29.5086,24.5078
2015-07-10,0.4702,28.6292,35.2917,24.9009
2015-07-20,0.488,71.9967,32.6234,25.4938
2015-07-31,0.5192,72.3728,34.9667,23.1238
2015-08-10,0.5505,27.5165,33.7043,23.2016
2015-08-20,0.5749,54.9201,35.9,23.9812
2015-08-31,0.5911,20.1547,38.2533,24.3578
2015-09-10,0.6006,38.9578,37.332,24.4136
2015-09-20,0.5969,29.5195,37.6226,23.9578
2015-09-30,0.5821,40.5522,32.7878,24.3358
2015-10-10,0.5596,33.0624,35.6896,23.4563
2015-10-20,0.537,25.573,32.5835,25.7197
2015-10-31,0.5165,22.904,37.9028,26.6579
2015-11-10,0.5087,19.6538,35.5695,25.4513
2015-11-20,0.5057,10.9651,33.8574,26.5451
2015-11-30,0.5008,7.5404,37.0806,29.1171
2015-12-10,0.485,4.5887,36.5572,28.5362
2015-12-20,0.4685,4.6519,33.0887,28.3561
2015-12-31,0.4515,5.9294,41.2014,30.7934
2016-01-10,0.4411,8.3567,38.4562,30.6443
2016-01-20,0.4404,13.9557,31.0808,26.8293
2016-01-31,0.4426,10.4039,43.6196,31.0871
2016-02-10,0.4421,5.8441,44.5943,35.0093
2016-02-20,0.4326,6.4133,47.4738,35.3535
2016-02-28,0.4218,11.6365,41.7552,35.3895
2016-03-10,0.4138,39.8578,42.3847,34.5179
2016-03-20,0.4136,7.9636,51.2278,36.0111
2016-03-31,0.4163,11.2741,53.0014,34.6733
2016-04-10,0.4194,69.8613,31.4711,29.8231
2016-04-20,0.43200000000000005,67.3517,32.3267,26.5265
2016-04-30,0.462,67.1175,32.8381,26.6335
2016-05-10,0.5062,70.7452,29.7718,23.6138
2016-05-20,0.5427,41.2856,35.0907,26.3381
2016-05-31,0.552,23.5466,41.4655,26.9341
2016-06-10,0.5246,25.2434,38.1069,27.125
2016-06-20,0.4758,31.6329,32.8387,24.9043
2016-06-30,0.4316,36.7991,28.5061,21.3238
2016-07-10,0.4141,48.0029,27.9862,22.4027
2016-07-20,0.4237,28.5573,31.8278,23.0785
2016-07-31,0.4541,26.2146,32.7195,21.9221
2016-08-10,0.4921,37.9871,29.3049,22.8231
2016-08-20,0.5285,22.1521,32.8385,23.1574
2016-08-31,0.5599,48.7547,38.4348,23.6312
2016-09-10,0.5785,22.7202,36.1906,25.1585
2016-09-20,0.5816,21.578000000000003,36.4818,23.5442
2016-09-30,0.5752,38.1513,33.6224,22.7955
2016-10-10,0.5729,24.9909,34.7798,24.3492
2016-10-20,0.5785,25.2792,30.8416,23.4995
2016-10-31,0.5916,35.4474,35.5747,24.0202
2016-11-10,0.5929,12.324000000000002,35.6855,26.945
2016-11-20,0.5685,8.8991,37.007,27.5536
2016-11-30,0.5447,29.8993,29.463,24.1575
2016-12-10,0.5241,7.6491,34.8503,28.221999999999998
2016-12-20,0.5002,5.1084,37.7102,29.2565
2016-12-31,0.4711,6.5356,41.1209,30.2808
2017-01-10,0.4381,3.8816,42.0875,33.6627
2017-01-20,0.4038,3.6937,43.7172,35.811
2017-01-31,0.3824,4.5882,48.5526,34.6369
2017-02-10,0.3753,7.1771,45.7301,36.1691
2017-02-20,0.3779,21.3856,40.1024,34.6543
2017-02-28,0.3827,14.9377,32.2257,35.0138
2017-03-10,0.3863,16.5268,50.6272,35.3929
2017-03-20,0.3889,21.2808,54.2002,38.8797
2017-03-31,0.3935,44.7436,43.1836,32.2221
2017-04-10,0.4014,23.7763,46.6184,34.8926
2017-04-20,0.4136,24.5919,45.2093,34.9423
