DT,NDVI,P,ET,LST
2015-11-10,0.741,46.1303,39.5253,25.229
2015-11-20,0.7591,27.0363,42.7536,24.9813
2015-11-30,0.7576,9.1284,46.0827,28.3571
2015-12-10,0.7367,3.0537,47.0236,28.8827
2015-12-20,0.6941,2.8779,43.8993,30.4113
2015-12-31,0.6379,3.2388,55.4832,32.8902
2016-01-10,0.5809,4.1304,53.65,33.5747
2016-01-20,0.5308,5.1705,46.2874,33.0282
2016-01-31,0.4951,3.247,59.528999999999996,35.1334
2016-02-10,0.4719,3.7539,59.0162,40.681
2016-02-20,0.4603,3.8001,65.6454,40.9046
2016-02-28,0.4587,14.4055,55.92100000000001,39.5708
2016-03-10,0.4657,34.4008,53.1148,37.7003
2016-03-20,0.4735,3.3455,64.4866,39.1329
2016-03-31,0.4879,4.1579,68.9194,39.1457
2016-04-10,0.521,160.4087,38.9433,34.4297
2016-04-20,0.5812,102.4711,41.6126,29.7126
2016-04-30,0.6552,116.3992,39.4284,29.4504
2016-05-10,0.7116,43.4801,37.0195,25.3434
2016-05-20,0.7336,22.0851,39.971,26.5469
2016-05-31,0.7191,18.2117,48.0204,27.0125
2016-06-10,0.6682,11.8277,45.73,27.7981
2016-06-20,0.596,15.5054,41.0905,26.4484
2016-06-30,0.5324,15.4492,39.404,22.7714
2016-07-10,0.5009,10.7021,41.4784,28.1659
2016-07-20,0.503,5.763,44.2223,28.5025
2016-07-31,0.5138,7.1414,49.9339,29.8113
2016-08-10,0.5256,10.9467,43.4302,32.3576
2016-08-20,0.527,4.6369,49.2484,30.6625
2016-08-31,0.5265,16.8445,56.1779,33.7904
2016-09-10,0.5253,8.7385,51.812,35.0537
2016-09-20,0.5259,13.4588,51.6927,35.923
2016-09-30,0.5298,30.3744,49.9947,33.1679
2016-10-10,0.5479999999999999,41.4006,44.424,30.0647
2016-10-20,0.584,37.6316,41.5245,28.0144
2016-10-31,0.6282,39.2923,47.9186,27.3387
2016-11-10,0.6575,13.8725,46.3207,30.2182
2016-11-20,0.6638,10.0605,49.7085,30.5989
2016-11-30,0.6648,43.6081,38.9129,26.0004
2016-12-10,0.6597,8.4639,45.365,31.6557
2016-12-20,0.6224,2.3266,49.6017,33.6331
2016-12-31,0.5641,2.9518,58.1974,34.7831
2017-01-10,0.5026,2.1975,57.2403,39.3458
2017-01-20,0.4511,1.6971,58.2409,40.4942
2017-01-31,0.4258,3.3282,64.1971,39.0733
2017-02-10,0.4183,4.2788,61.4266,40.3688
2017-02-20,0.4144,9.4228,59.5301,36.4446
2017-02-28,0.4075,4.3374,46.7437,38.2071
2017-03-10,0.4021,8.222000000000001,67.5152,42.838
2017-03-20,0.4104,6.8856,68.3426,44.2394
2017-03-31,0.4381,43.2488,63.4932,37.802
2017-04-10,0.4827,36.4383,59.8265,35.7948
