DT,NDVI,P,ET,LST
2004-09-10,0.6516,45.1613,43.9664,26.9403
2004-09-20,0.6579,40.6412,43.7463,26.785
2004-09-30,0.6567,42.8565,40.7355,25.826
2004-10-10,0.659,23.2353,39.3755,26.3163
2004-10-20,0.6518,21.0178,38.4896,28.3859
2004-10-31,0.6201,21.1019,51.523999999999994,31.1335
2004-11-10,0.5725,5.7531,43.2573,30.3631
2004-11-20,0.5234,5.1054,41.2364,31.6116
2004-11-30,0.4773,5.5242,39.1748,30.4323
2004-12-10,0.4434,3.2013,39.0615,33.198
2004-12-20,0.4127,2.6967,43.6152,34.2895
2004-12-31,0.3852,3.9493,43.6529,32.6994
2005-01-10,0.3664,9.878,44.5815,39.4661
2005-01-20,0.3565,7.0142,40.9996,34.4346
2005-01-31,0.3489,13.6106,46.7405,35.7938
2005-02-10,0.3416,4.0325,51.8136,40.4143
2005-02-20,0.3321,5.6457,57.0616,41.5394
2005-02-28,0.3316,5.1682,44.3771,42.7196
2005-03-10,0.3445,32.6924,41.2846,33.8475
2005-03-20,0.3693,35.7198,41.4219,35.7696
2005-03-31,0.3906,16.4119,61.1616,38.9056
2005-04-10,0.3992,21.1449,61.5674,42.2102
2005-04-20,0.4012,38.5427,47.4291,35.0443
2005-04-30,0.4238,81.9901,33.1903,31.3759
2005-05-10,0.4808,84.2893,35.1077,27.0732
2005-05-20,0.556,33.2693,38.1292,27.8459
2005-05-31,0.6039,23.2228,42.9985,28.404
2005-06-10,0.6082,21.375,41.8828,29.5975
2005-06-20,0.5807,23.293000000000003,43.1069,28.9747
2005-06-30,0.5427,24.1752,39.4818,25.9857
2005-07-10,0.5169,37.1156,34.8467,27.544
2005-07-20,0.5192,35.6382,35.8279,26.7062
2005-07-31,0.5449,55.1673,39.5605,26.7873
2005-08-10,0.5804,34.5552,40.566,26.8731
2005-08-20,0.6121,40.063,41.8509,27.5004
2005-08-31,0.6312,50.2501,44.2898,27.0264
2005-09-10,0.6422,40.9856,41.5408,27.5302
2005-09-20,0.6509999999999999,35.9163,37.0591,25.7411
2005-09-30,0.6569,35.5387,43.0379,28.5073
2005-10-10,0.6523,14.5089,39.5707,26.2138
2005-10-20,0.6316,18.8087,42.547,28.1903
2005-10-31,0.5971,11.7783,46.7286,28.8126
2005-11-10,0.5573,6.2245,46.5248,32.7596
2005-11-20,0.5162,16.2338,36.1114,30.9828
2005-11-30,0.4796,8.8046,44.2271,30.5544
2005-12-10,0.4465,1.3275,42.5225,32.1468
2005-12-20,0.4128,1.5164,47.4285,36.6899
2005-12-31,0.3832,2.7297,51.2485,36.9941
2006-01-10,0.3604,4.3953,45.6669,36.7675
2006-01-20,0.345,3.7398,46.6609,36.4682
2006-01-31,0.3356,3.8826,51.6186,37.8558
2006-02-10,0.3288,2.4701,51.8937,39.8547
2006-02-20,0.3224,21.9998,48.9415,40.6751
2006-02-28,0.325,13.0682,34.2233,33.8417
2006-03-10,0.34299999999999997,7.3912,50.4869,36.8828
2006-03-20,0.3784,19.9805,46.2627,33.0223
2006-03-31,0.4278,52.9281,51.8019,32.8595
2006-04-10,0.4851,75.3659,37.7537,28.8768
2006-04-20,0.5356,25.3768,46.0066,33.3445
2006-04-30,0.5670000000000001,29.9344,44.637,29.7224
2006-05-10,0.5758,35.8685,40.8311,29.4127
2006-05-20,0.5693,17.1967,47.7883,30.1711
2006-05-31,0.5506,24.8191,50.1864,32.1999
2006-06-10,0.5254,23.0404,44.5327,31.0969
2006-06-20,0.5042,31.2131,41.9065,29.7634
2006-06-30,0.4941,30.2227,43.2658,29.9494
2006-07-10,0.4953,51.7879,35.657,29.4131
2006-07-20,0.5018,35.7396,38.6174,26.741999999999997
2006-07-31,0.5105,64.6997,36.4089,25.3839
2006-08-10,0.5277,43.1452,33.5055,25.4339
2006-08-20,0.5549,75.5575,36.8266,24.9222
2006-08-31,0.5871,55.0172,43.4865,25.8612
2006-09-10,0.6123,41.5164,36.7785,25.9399
2006-09-20,0.6244,44.1457,40.8973,25.3848
2006-09-30,0.624,32.9859,40.3713,25.5975
2006-10-10,0.6162,15.1782,41.0705,27.4947
2006-10-20,0.6096,29.4332,35.1965,24.9981
2006-10-31,0.6078,52.2771,35.7872,24.5331
2006-11-10,0.5994,4.5388,39.1365,27.3327
2006-11-20,0.5837,5.4833,39.1642,28.1936
2006-11-30,0.5653,3.0003,39.1187,29.6654
2006-12-10,0.5455,15.0205,33.4951,24.8122
2006-12-20,0.521,3.4016,39.2121,29.7586
2006-12-31,0.493,4.7358,42.4985,29.9393
2007-01-10,0.4618,4.4072,40.8203,33.9051
2007-01-20,0.4346,3.9845,43.7106,35.1509
2007-01-31,0.4151,8.617,47.3761,34.9768
2007-02-10,0.4014,21.3132,42.0831,33.0286
2007-02-20,0.3869,3.4728,48.7236,37.8088
2007-02-28,0.3684,5.7973,41.9499,38.2218
2007-03-10,0.3546,9.8092,57.4921,41.1588
2007-03-20,0.3541,30.1246,54.1476,42.4092
2007-03-31,0.3769,28.1645,52.0411,33.7744
2007-04-10,0.4237,19.476,48.2808,36.16
2007-04-20,0.4762,89.4592,35.0002,29.9141
2007-04-30,0.5167,21.2244,47.4767,32.4696
2007-05-10,0.5392,10.6801,49.1865,33.3946
2007-05-20,0.5436,40.6545,46.5667,32.5383
2007-05-31,0.5389,43.58,45.6202,30.0367
2007-06-10,0.5319,26.9728,45.4642,29.0831
2007-06-20,0.5274,59.8294,38.0794,27.8836
2007-06-30,0.5264,39.0978,34.3041,26.8504
2007-07-10,0.5301,43.541000000000004,34.4044,26.4085
2007-07-20,0.5372,18.1115,39.8593,28.5901
2007-07-31,0.5456,86.8578,40.4138,26.2032
2007-08-10,0.5548,57.4053,34.4422,25.5649
2007-08-20,0.5717,56.0519,36.9973,26.1746
2007-08-31,0.5965,69.4425,39.2398,24.7508
2007-09-10,0.6246,66.4559,36.5514,24.9341
2007-09-20,0.6528,48.6403,38.9857,25.77
2007-09-30,0.6661,35.5858,37.1023,26.5321
2007-10-10,0.669,19.2249,42.5186,25.8443
2007-10-20,0.6564,11.9777,40.0347,25.8987
2007-10-31,0.6345,11.4167,48.0706,28.7307
2007-11-10,0.5998,12.1858,38.2376,27.8566
2007-11-20,0.5581,4.9728,38.6774,29.5163
2007-11-30,0.5115,4.5759,40.6779,31.4771
2007-12-10,0.4638,1.8955,42.2347,32.8611
2007-12-20,0.4195,1.6875,43.5685,35.6959
2007-12-31,0.3832,2.3738,46.398,34.6559
2008-01-10,0.3571,2.7762,46.3816,38.5392
2008-01-20,0.3403,3.852,43.0504,33.3927
2008-01-31,0.3287,2.9741,53.6204,40.1594
2008-02-10,0.3185,2.8625,47.7792,37.1921
2008-02-20,0.3056,4.7824,53.3303,40.413000000000004
2008-02-28,0.2917,2.399,50.7559,41.1777
2008-03-10,0.2813,5.6548,58.1516,43.3695
2008-03-20,0.2763,5.1319,59.1402,44.0387
2008-03-31,0.2797,6.58,65.9999,43.8599
2008-04-10,0.2964,37.4204,52.6958,36.8951
2008-04-20,0.3306,25.9151,44.4544,33.6018
2008-04-30,0.3773,21.8393,47.1642,34.8666
2008-05-10,0.4261,47.4405,42.8106,32.6183
2008-05-20,0.46299999999999997,18.6105,48.3293,32.3733
2008-05-31,0.485,34.6787,53.631,31.959
2008-06-10,0.4987,36.5101,40.1212,27.4944
2008-06-20,0.5058,22.9296,40.5529,29.9031
2008-06-30,0.5109,24.2046,49.3156,30.1746
2008-07-10,0.5171,66.8467,42.8863,29.1333
2008-07-20,0.5285,51.4374,35.9796,24.8251
2008-07-31,0.5479999999999999,67.0705,39.1287,26.4002
2008-08-10,0.5777,83.6285,36.4812,25.7895
2008-08-20,0.6141,48.12,36.6097,25.4626
2008-08-31,0.6476,45.349,45.1149,26.8133
2008-09-10,0.6645,36.6901,40.3877,27.3955
2008-09-20,0.6656,36.8223,39.7744,26.921999999999997
2008-09-30,0.6582,40.0152,37.615,26.8529
2008-10-10,0.6436,35.8914,39.6278,28.0641
2008-10-20,0.6219,24.6433,41.4541,27.805
2008-10-31,0.6057,50.0634,37.2784,28.521
2008-11-10,0.598,47.1704,29.4347,24.1929
2008-11-20,0.5891,2.7453,39.0613,29.1468
2008-11-30,0.5687,2.8273,39.0821,30.7581
2008-12-10,0.5297,1.7143,38.1354,30.4743
2008-12-20,0.4755,1.5884,40.6204,34.4901
2008-12-31,0.4207,2.3692,44.1124,34.4567
2009-01-10,0.384,5.1129,44.2919,37.6385
2009-01-20,0.3707,6.8783,40.2024,35.0569
2009-01-31,0.3751,23.0014,36.2274,30.1287
2009-02-10,0.3858,3.5641,47.181999999999995,37.024
2009-02-20,0.3841,3.6635,48.1265,37.3886
2009-02-28,0.3689,4.1724,42.8332,40.465
2009-03-10,0.3481,10.3186,56.1286,42.8408
2009-03-20,0.3349,10.1687,56.4053,39.6091
2009-03-31,0.3433,29.6481,57.0095,40.5293
2009-04-10,0.3746,41.9124,40.0733,30.8445
2009-04-20,0.4175,24.4998,45.7165,33.2984
2009-04-30,0.4525,21.6743,49.0487,33.5541
2009-05-10,0.4687,11.5563,52.7855,35.876
2009-05-20,0.4696,20.6117,45.6182,32.6632
2009-05-31,0.4609,15.2944,58.6373,36.1155
2009-06-10,0.44,14.4725,54.0585,37.2432
2009-06-20,0.4147,29.6596,49.2258,35.1114
2009-06-30,0.3924,20.3714,44.9168,34.043
2009-07-10,0.3834,29.8478,37.4383,28.3383
2009-07-20,0.3997,72.3722,35.4134,29.6178
2009-07-31,0.44299999999999995,44.8147,42.713,29.1241
2009-08-10,0.5038,35.2757,40.2792,27.0063
2009-08-20,0.5627,46.4331,40.7039,27.3341
2009-08-31,0.6076,39.8057,44.6816,29.1544
2009-09-10,0.628,45.8906,40.6783,27.0685
2009-09-20,0.6297,17.3612,43.3956,28.8969
2009-09-30,0.6172,32.8516,37.8504,28.2379
2009-10-10,0.6173,30.6918,37.0466,28.9905
2009-10-20,0.6242,50.9165,31.6446,25.3828
2009-10-31,0.6197,8.086,42.7297,28.893
2009-11-10,0.5875,5.3145,41.8377,32.383
2009-11-20,0.5367,3.5528,42.746,32.6003
2009-11-30,0.4855,4.868,39.1699,32.1253
2009-12-10,0.4482,7.4089,37.2732,29.8703
2009-12-20,0.4271,9.7819,34.55,30.1233
2009-12-31,0.414,8.3229,34.6989,29.0737
2010-01-10,0.3975,2.7607,37.7837,32.9405
2010-01-20,0.3806,3.7333,42.0092,34.9358
2010-01-31,0.3658,4.9923,52.1075,36.5345
2010-02-10,0.3577,36.0002,39.6727,39.2114
2010-02-20,0.3641,20.5384,35.8494,29.9844
2010-02-28,0.3921,22.2913,31.9044,34.7864
2010-03-10,0.435,61.2426,35.635,27.912
2010-03-20,0.4886,20.6957,43.2451,33.9003
2010-03-31,0.5388,26.6183,42.824,30.9513
2010-04-10,0.5701,16.7518,48.4991,31.7315
2010-04-20,0.5870000000000001,74.4023,36.406,29.9558
2010-04-30,0.5978,67.878,36.2671,28.6785
2010-05-10,0.6031,48.1125,37.7833,26.803
2010-05-20,0.6058,41.1684,40.7554,26.5218
2010-05-31,0.5972,45.0472,46.781000000000006,29.2871
2010-06-10,0.5759,22.5085,43.7645,30.6413
2010-06-20,0.5413,31.4202,40.8672,28.6809
2010-06-30,0.509,24.0197,37.6655,28.2863
2010-07-10,0.4887,26.1201,37.7498,27.3554
2010-07-20,0.4841,29.7517,36.3967,29.0169
2010-07-31,0.4978,99.6718,34.3171,24.4856
2010-08-10,0.5272,28.3424,35.6771,26.0559
2010-08-20,0.5643,53.5606,35.4654,27.7176
2010-08-31,0.5964,88.0802,37.1144,24.6114
2010-09-10,0.6137,55.3635,41.7282,25.7488
2010-09-20,0.6255,53.4631,35.5049,24.9253
2010-09-30,0.634,23.737,38.8343,25.4909
2010-10-10,0.6311,9.0035,41.3859,26.7018
2010-10-20,0.6121,8.8045,41.1607,27.5836
2010-10-31,0.5838,6.9121,42.0846,28.636
2010-11-10,0.5482,2.6925,42.9811,32.0457
2010-11-20,0.5062,3.1851,39.972,31.8559
2010-11-30,0.4666,5.9484,35.604,30.8529
2010-12-10,0.4312,1.6743,41.1961,35.6064
2010-12-20,0.3981,1.4833,41.4302,33.6271
2010-12-31,0.3725,3.2230000000000003,40.5948,34.3408
2011-01-10,0.3548,3.2677,42.1912,35.6859
2011-01-20,0.3408,3.1954,42.9886,36.3929
2011-01-31,0.3293,3.4378,53.0772,37.2194
2011-02-10,0.3193,3.2089999999999996,51.913999999999994,41.4044
2011-02-20,0.3102,7.6517,47.7205,39.4255
2011-02-28,0.3059,2.8714,46.033,42.5106
2011-03-10,0.307,12.8301,56.32,42.0189
2011-03-20,0.3133,19.7144,44.0907,37.544000000000004
2011-03-31,0.3192,6.7159,63.7128,43.2575
2011-04-10,0.3229,10.3598,56.1026,41.5194
2011-04-20,0.3243,12.9354,50.5005,39.2106
2011-04-30,0.3321,33.7529,43.1508,37.5528
2011-05-10,0.3543,18.5282,42.5529,35.4572
2011-05-20,0.3912,39.4531,45.3826,36.1044
2011-05-31,0.4312,64.3538,40.8339,28.9771
2011-06-10,0.466,20.1673,43.5431,30.9493
2011-06-20,0.4932,45.6466,35.6499,28.6654
2011-06-30,0.5119,47.5593,37.6535,27.9806
2011-07-10,0.529,31.846999999999998,39.6378,27.1961
2011-07-20,0.5461,63.2984,35.6998,26.9377
2011-07-31,0.5685,79.9813,41.0833,25.724
2011-08-10,0.5922,57.0915,37.266,26.3799
2011-08-20,0.6169,60.0087,38.4361,25.0436
2011-08-31,0.6384,64.8949,42.3807,24.8286
2011-09-10,0.6559,63.7633,37.7711,23.4985
2011-09-20,0.674,33.8225,40.4737,24.8652
2011-09-30,0.6852,37.1024,41.8719,24.7743
2011-10-10,0.6867,9.8014,44.1756,27.5456
2011-10-20,0.6657,10.0282,41.3972,27.8944
2011-10-31,0.6324,6.9355,52.4211,30.7603
2011-11-10,0.5928,18.7809,36.2743,28.2087
2011-11-20,0.56,4.4762,39.6133,27.9096
2011-11-30,0.5332,4.8986,35.6647,28.7778
2011-12-10,0.5039,1.6889,39.2221,29.808000000000003
2011-12-20,0.4664,1.5489,42.3757,32.9834
2011-12-31,0.4221,2.0924,49.0438,35.2001
2012-01-10,0.379,2.5136,45.7478,36.3472
2012-01-20,0.3446,2.4048,47.368,36.8318
2012-01-31,0.3231,2.6176,54.6091,37.3952
2012-02-10,0.3065,2.5452,53.0484,40.5906
2012-02-20,0.292,2.6798,56.9737,41.2816
2012-02-28,0.27699999999999997,3.8074,49.6564,39.5014
2012-03-10,0.267,5.8124,56.3751,38.7176
2012-03-20,0.2681,6.0592,60.1027,44.9641
2012-03-31,0.2864,20.9586,63.4241,42.2769
2012-04-10,0.3261,49.3991,39.9056,32.9297
2012-04-20,0.3874,35.4391,40.3719,32.7723
2012-04-30,0.4488,28.6698,42.6835,32.7739
2012-05-10,0.4929,38.1529,44.0005,33.2572
2012-05-20,0.5078,16.1692,46.9263,32.108000000000004
2012-05-31,0.4974,11.2813,53.7458,34.1235
2012-06-10,0.4636,17.8843,47.3253,32.2492
2012-06-20,0.4371,21.5118,44.983000000000004,32.8095
2012-06-30,0.4275,28.8701,39.2557,29.9731
2012-07-10,0.4465,46.4585,33.5308,25.7604
2012-07-20,0.4884,37.3638,38.3638,27.2893
2012-07-31,0.5404,78.0077,38.3191,26.4937
2012-08-10,0.5868,48.0482,35.7642,26.3954
2012-08-20,0.6229,66.797,35.6543,26.4431
2012-08-31,0.6446,79.1912,38.436,25.8882
2012-09-10,0.6568,63.5889,37.7657,25.9123
2012-09-20,0.6645,49.9265,37.7717,25.0526
2012-09-30,0.672,44.42100000000001,37.3554,24.4981
2012-10-10,0.6742,6.431,39.217,27.0055
2012-10-20,0.6638,6.7254,41.8325,30.1831
2012-10-31,0.6358,25.863000000000003,39.329,29.4169
2012-11-10,0.597,5.3662,40.0363,29.3356
2012-11-20,0.5506,4.354,39.9398,31.2289
2012-11-30,0.5041,2.9515,41.1546,32.9866
2012-12-10,0.4609,3.1919999999999997,39.3488,32.0945
2012-12-20,0.4229,2.997,40.5823,33.2348
2012-12-31,0.3925,3.0679,46.7659,35.6689
2013-01-10,0.3704,8.0335,37.6429,35.2458
2013-01-20,0.3534,4.7306,42.425,34.5886
2013-01-31,0.3393,3.8065,53.2326,39.0418
2013-02-10,0.3234,3.4443,48.4278,38.7429
2013-02-20,0.3052,3.29,55.9039,43.2477
2013-02-28,0.2918,2.8346,47.0337,43.5687
2013-03-10,0.2913,8.1638,56.3389,41.365
2013-03-20,0.3145,33.1901,40.5576,35.6402
2013-03-31,0.3636,46.8302,42.4661,30.7683
2013-04-10,0.4317,48.4752,37.498000000000005,29.3869
2013-04-20,0.4934,30.6554,38.1994,32.7439
2013-04-30,0.5358,38.1547,35.5606,32.0913
2013-05-10,0.5555,50.6498,34.485,27.9029
2013-05-20,0.5601,13.8408,45.7792,29.8612
2013-05-31,0.5535,28.4168,48.4034,30.3939
2013-06-10,0.5361,13.9245,42.4879,30.9065
2013-06-20,0.5121,52.1577,34.0003,28.3599
2013-06-30,0.4907,17.0547,40.2972,27.8575
2013-07-10,0.4791,66.8635,35.3204,27.2761
2013-07-20,0.4831,45.6703,32.8965,24.0573
2013-07-31,0.505,75.3396,36.0701,24.0274
2013-08-10,0.547,54.483999999999995,31.87,25.4312
2013-08-20,0.5999,70.8532,36.1817,24.8754
2013-08-31,0.6447,48.2623,42.79600000000001,25.6222
2013-09-10,0.6679999999999999,51.1972,38.2552,25.4478
2013-09-20,0.6687,31.6274,38.2702,27.0066
2013-09-30,0.6584,21.1056,40.2953,26.7808
2013-10-10,0.648,64.1556,30.4111,24.8261
2013-10-20,0.6364,12.4163,36.9499,25.2669
2013-10-31,0.6241,8.5948,44.6211,28.4864
2013-11-10,0.6098,10.2717,33.0747,27.0336
2013-11-20,0.5901,8.62,33.3148,27.6451
2013-11-30,0.5573,6.102,36.6417,29.7391
2013-12-10,0.5138,1.4434,40.1295,34.3124
2013-12-20,0.4621,1.3125,38.3866,33.1092
2013-12-31,0.4156,2.141,39.9994,33.1404
2014-01-10,0.3807,3.0021,39.5975,34.7289
2014-01-20,0.3568,2.3879,42.0084,35.775
2014-01-31,0.3388,2.6637,52.0898,38.4444
2014-02-10,0.3243,7.2852,44.6296,36.5532
2014-02-20,0.3148,6.4986,37.0084,35.363
2014-02-28,0.3161,4.2862,39.8137,37.7544
2014-03-10,0.3305,8.0017,54.7824,41.2235
2014-03-20,0.3595,39.2668,45.1855,38.794000000000004
2014-03-31,0.4009,28.9463,49.2477,36.4239
2014-04-10,0.4429,32.5425,45.1998,34.6041
2014-04-20,0.4753,16.962,43.5529,32.1353
2014-04-30,0.4921,16.2183,41.5791,33.5736
2014-05-10,0.5001,31.3513,39.3058,33.0188
2014-05-20,0.5089,21.5328,42.498000000000005,30.9049
2014-05-31,0.5136,40.7115,43.6226,29.8222
2014-06-10,0.5071,10.9226,49.3596,34.5853
2014-06-20,0.4815,10.1952,46.7258,34.6269
2014-06-30,0.4515,16.1865,38.9311,30.5079
2014-07-10,0.4303,22.795,40.5105,31.8706
2014-07-20,0.4329,24.6993,35.8371,29.8662
2014-07-31,0.4637,45.9038,36.975,29.0419
2014-08-10,0.5113,46.5823,34.5302,28.2178
2014-08-20,0.5585,36.0669,39.2322,26.6788
2014-08-31,0.5944,66.1267,39.6787,27.2505
2014-09-10,0.621,44.1746,36.2836,26.5225
2014-09-20,0.6409,43.2977,39.0178,26.1855
2014-09-30,0.6554,29.9907,38.9172,26.1282
2014-10-10,0.6651,91.0617,27.5538,22.7306
2014-10-20,0.6674,20.665,38.2953,25.0925
2014-10-31,0.6459,20.746,43.8304,28.0053
2014-11-10,0.6092,2.9957,39.2096,28.5362
2014-11-20,0.5652,2.7977,36.4815,28.1187
2014-11-30,0.5219,5.5585,32.6647,27.9556
2014-12-10,0.483,2.5992,36.9122,30.9067
2014-12-20,0.4461,2.3181,39.6742,33.4029
2014-12-31,0.4103,3.7686,44.5122,35.7931
2015-01-10,0.377,2.7389,42.7454,37.646
2015-01-20,0.3499,2.5873,41.4062,36.4451
2015-01-31,0.3288,2.9898,50.8528,39.9676
2015-02-10,0.3118,9.9858,51.6106,42.037
2015-02-20,0.2967,6.4257,51.0734,42.1455
2015-02-28,0.2862,5.2156,43.2642,40.6478
2015-03-10,0.2821,10.7548,60.0236,43.1495
2015-03-20,0.2851,9.9575,58.9581,42.7851
2015-03-31,0.2937,25.9141,47.8123,37.5656
2015-04-10,0.3048,23.5083,48.9332,39.8653
2015-04-20,0.3169,44.705,45.5416,37.3367
2015-04-30,0.3361,24.479,50.823,39.3833
2015-05-10,0.3651,41.4218,32.4457,34.1344
2015-05-20,0.4035,14.9485,47.0767,32.3861
2015-05-31,0.4421,34.5101,43.1909,32.917
2015-06-10,0.4683,24.4056,42.9927,30.7445
2015-06-20,0.4814,11.2098,41.9414,32.5688
2015-06-30,0.491,41.7951,34.5857,30.1258
2015-07-10,0.5018,26.0704,42.4807,30.6819
2015-07-20,0.5165,38.6727,40.7009,30.7619
2015-07-31,0.5388,59.2203,41.6636,29.3127
2015-08-10,0.5659,26.3294,38.9654,28.7863
2015-08-20,0.595,64.2099,41.972,29.2695
2015-08-31,0.6209,23.253,44.7658,29.8717
2015-09-10,0.6365,25.4236,43.2969,29.3445
2015-09-20,0.6375,20.9475,41.46,29.0493
2015-09-30,0.6222,21.0487,38.0968,28.2594
2015-10-10,0.5907,14.104000000000001,40.2279,28.3578
2015-10-20,0.5613,12.4083,37.6614,30.2935
2015-10-31,0.5399,9.1622,41.056000000000004,30.2622
2015-11-10,0.5281,6.8089,38.7733,29.8296
2015-11-20,0.5145,7.8046,35.4311,29.8823
2015-11-30,0.4913,4.3883,38.4639,32.5766
2015-12-10,0.4572,1.8123,38.6546,33.3972
2015-12-20,0.42,1.6713,34.7159,33.1064
2015-12-31,0.3865,2.8767,42.0074,35.4107
2016-01-10,0.361,4.4925,39.5339,37.0229
2016-01-20,0.3426,10.9718,30.1482,32.5189
2016-01-31,0.3292,6.2786,45.3997,37.866
2016-02-10,0.3197,4.3811,47.1091,40.9394
2016-02-20,0.3124,5.1349,50.4978,41.8742
2016-02-28,0.3106,8.7629,43.538999999999994,40.7487
2016-03-10,0.3136,23.3231,46.3228,40.3904
2016-03-20,0.3178,5.8901,53.7795,41.6982
2016-03-31,0.3205,7.7055,58.3097,41.5715
2016-04-10,0.336,51.8081,36.5786,34.4543
2016-04-20,0.3809,56.8963,34.1759,30.608
2016-04-30,0.4559,39.9469,35.8141,30.0557
2016-05-10,0.5356,105.6226,31.6795,27.6832
2016-05-20,0.5826,63.3432,40.2621,29.9441
2016-05-31,0.5925,28.1225,47.2442,31.6293
2016-06-10,0.5762,20.5735,43.8841,31.968000000000004
2016-06-20,0.5448,31.5756,39.7232,31.5949
2016-06-30,0.5178,33.7848,35.181999999999995,25.0418
2016-07-10,0.5086,60.1944,32.3913,27.0547
2016-07-20,0.5191,33.3439,37.6455,28.4669
2016-07-31,0.5439,45.7612,37.1039,27.1806
2016-08-10,0.5757,31.6729,34.1091,26.8678
2016-08-20,0.6082,32.9458,38.069,28.1554
2016-08-31,0.6303,47.4223,44.6095,28.3542
2016-09-10,0.6356,27.3508,41.0355,29.9452
2016-09-20,0.6283,21.995,40.6158,29.0536
2016-09-30,0.6179,50.656000000000006,38.6654,27.8698
2016-10-10,0.6093,13.539000000000001,37.9959,27.6601
2016-10-20,0.5994,15.2602,35.5553,27.3333
2016-10-31,0.5844,16.6579,39.8806,28.4347
2016-11-10,0.5548,4.939,38.8891,32.4072
2016-11-20,0.5172,5.2188,40.4148,31.607
2016-11-30,0.4885,11.2121,31.4356,27.9474
2016-12-10,0.4684,3.2044,37.0558,31.5835
2016-12-20,0.4503,3.2081,39.124,33.7024
2016-12-31,0.4229,4.8321,44.193000000000005,34.236
2017-01-10,0.3883,2.9073,45.2566,37.7647
2017-01-20,0.3537,2.7085,45.5909,40.3375
2017-01-31,0.3318,2.9201,51.1918,39.2847
2017-02-10,0.3225,5.6982,47.4812,40.7138
2017-02-20,0.3201,19.1529,43.1846,38.1372
2017-02-28,0.3161,9.6835,34.9057,39.4355
2017-03-10,0.3127,15.4867,55.3571,42.7182
2017-03-20,0.3176,13.9716,57.906000000000006,45.1924
2017-03-31,0.3329,53.0142,48.8343,36.4188
2017-04-10,0.3572,15.272,48.7641,37.8812
2017-04-20,0.3925,16.4135,48.2879,39.106
2017-04-30,0.4212,20.6981,41.6967,35.4195
