DT,SM,NDVI
12/1/14,28.4091,0.5408
1/1/15,26.8004,0.3684
2/1/15,25.9554,0.2864
3/1/15,25.3207,0.3365
4/1/15,29.6509,0.5774
5/1/15,32.2853,0.6101
6/1/15,28.4621,0.541
7/1/15,26.3898,0.3933
8/1/15,25.6628,0.345
9/1/15,25.1307,0.3393
10/1/15,28.6561,0.5376
11/1/15,30.2943,0.6108
12/1/15,28.3722,0.588
1/1/16,26.8285,0.4434
2/1/16,26.0617,0.3263
3/1/16,26.1424,0.3851
4/1/16,30.7051,0.5561
5/1/16,35.0222,0.6166
6/1/16,29.6157,0.5265
7/1/16,27.9375,0.3641
8/1/16,27.0482,0.3753
9/1/16,26.7992,0.3477
10/1/16,27.6264,0.3919
11/1/16,28.2586,0.4553
12/1/16,28.1508,0.465
1/1/17,26.4406,0.3521
2/1/17,26.1537,0.2949
3/1/17,25.5599,0.3274
4/1/17,26.1867,0.4283
5/1/17,28.8438,0.5132
6/1/17,26.0482,0.4689
7/1/17,24.4187,0.3453
8/1/17,23.7439,0.3062
9/1/17,25.2709,0.3654
10/1/17,27.9178,0.4883
11/1/17,31.0347,0.5778
12/1/17,28.0228,0.5317
1/1/18,26.5298,0.3437
2/1/18,26.3306,0.3356
3/1/18,30.0478,0.5394
4/1/18,36.4951,0.6379
5/1/18,38.3942,0.6495
6/1/18,35.3267,0.5648
7/1/18,32.5351,0.4601
8/1/18,31.1159,0.4207
9/1/18,30.6633,0.3989
10/1/18,31.3498,0.4789
11/1/18,30.7891,0.5423
12/1/18,29.1615,0.5053
1/1/19,27.6116,0.3786
2/1/19,27.0449,0.3102
3/1/19,26.5209,0.3384
