DT,SM,NDVI
6/1/09,20.1324,0.44
7/1/09,23.3137,0.443
8/1/09,27.2634,0.6076
9/1/09,27.9403,0.6297
10/1/09,27.4494,0.6242
11/1/09,23.8323,0.5875
12/1/09,22.181,0.4482
1/1/10,21.289,0.3975
2/1/10,23.033,0.3921
3/1/10,27.4262,0.5388
4/1/10,28.5276,0.5978
5/1/10,32.6202,0.6058
6/1/10,30.4836,0.5759
7/1/10,29.2274,0.4978
8/1/10,33.6897,0.5964
9/1/10,36.2068,0.634
10/1/10,30.6652,0.6311
11/1/10,25.0637,0.5482
12/1/10,22.1792,0.4312
1/1/11,21.1024,0.3548
2/1/11,20.5451,0.3193
3/1/11,20.5944,0.3192
4/1/11,19.4103,0.3321
5/1/11,21.584,0.4312
6/1/11,24.9505,0.5119
7/1/11,28.0421,0.5685
8/1/11,33.1421,0.6384
9/1/11,35.3472,0.6852
10/1/11,29.5894,0.6867
11/1/11,25.0864,0.5928
12/1/11,22.3149,0.5039
1/1/12,20.9013,0.379
2/1/12,20.144,0.3065
3/1/12,19.3678,0.2864
4/1/12,23.4311,0.4488
5/1/12,23.0712,0.5078
6/1/12,20.1561,0.4636
7/1/12,23.7741,0.5404
8/1/12,29.9797,0.6446
9/1/12,34.6284,0.672
10/1/12,30.2729,0.6742
11/1/12,26.2662,0.597
12/1/12,22.9242,0.4609
1/1/13,21.7292,0.3704
2/1/13,21.0052,0.3234
3/1/13,21.2575,0.3636
4/1/13,26.4398,0.5358
5/1/13,27.4045,0.5601
6/1/13,25.4331,0.5361
7/1/13,28.813,0.505
8/1/13,33.4873,0.6447
9/1/13,34.7725,0.6687
10/1/13,32.5754,0.648
11/1/13,28.2091,0.6098
12/1/13,24.9711,0.5138
1/1/14,23.2939,0.3807
2/1/14,22.8435,0.3243
3/1/14,23.3092,0.4009
4/1/14,24.8678,0.4921
5/1/14,24.1728,0.5136
6/1/14,22.2757,0.5071
7/1/14,21.5374,0.4637
8/1/14,25.357,0.5944
9/1/14,29.2037,0.6554
10/1/14,31.5869,0.6674
11/1/14,26.5396,0.6092
12/1/14,23.7565,0.483
1/1/15,22.3527,0.377
2/1/15,21.7149,0.3118
3/1/15,21.2214,0.2937
4/1/15,22.1609,0.3361
5/1/15,23.8379,0.4421
6/1/15,22.5428,0.491
7/1/15,22.5981,0.5388
8/1/15,27.7059,0.6209
9/1/15,26.4824,0.6375
10/1/15,23.4491,0.5907
11/1/15,21.0176,0.5281
12/1/15,19.3378,0.4572
1/1/16,18.989,0.361
2/1/16,18.8892,0.3197
3/1/16,19.4583,0.3205
4/1/16,22.3993,0.4559
5/1/16,31.7957,0.5925
6/1/16,28.494,0.5762
7/1/16,31.1612,0.5439
8/1/16,32.5132,0.6303
9/1/16,29.4532,0.6356
10/1/16,28.0561,0.6093
11/1/16,24.461,0.5548
12/1/16,22.5295,0.4684
1/1/17,21.1936,0.3883
2/1/17,21.2376,0.3225
3/1/17,21.2821,0.3329
4/1/17,23.5451,0.4212
5/1/17,24.0173,0.4979
6/1/17,22.5233,0.5056
7/1/17,25.3325,0.4971
8/1/17,30.075,0.571
9/1/17,35.4967,0.6189
10/1/17,32.04,0.6321
11/1/17,27.4269,0.5666
12/1/17,23.9733,0.4478
1/1/18,22.3858,0.3312
2/1/18,22.3288,0.3004
3/1/18,25.8536,0.4009
4/1/18,29.8932,0.5353
5/1/18,31.4153,0.5722
6/1/18,31.1864,0.5474
7/1/18,32.4379,0.5462
8/1/18,31.3041,0.6251
9/1/18,32.7094,0.6445
10/1/18,28.7162,0.5924
11/1/18,26.931,0.5253
12/1/18,24.1528,0.4839
1/1/19,22.5399,0.3926
2/1/19,21.8613,0.3123
3/1/19,21.5165,0.32
