DT,SM,NDVI
4/1/09,29.6265,0.5826
5/1/09,30.0308,0.615
6/1/09,26.9634,0.5689
7/1/09,25.3001,0.3853
8/1/09,25.0063,0.3602
9/1/09,25.6115,0.4331
10/1/09,29.6414,0.6252
11/1/09,27.5924,0.6225
12/1/09,26.2793,0.503
1/1/10,25.2777,0.3959
2/1/10,24.9938,0.3647
3/1/10,29.6221,0.5706
4/1/10,34.2856,0.6323
5/1/10,37.4565,0.6417
6/1/10,34.0647,0.5888
7/1/10,31.1182,0.4427
8/1/10,30.8093,0.4194
9/1/10,31.6172,0.4897
10/1/10,30.2102,0.5836
11/1/10,28.0004,0.5835
12/1/10,25.7541,0.4627
1/1/11,24.9274,0.3682
2/1/11,24.4582,0.3269
3/1/11,24.1801,0.3181
4/1/11,23.3734,0.396
5/1/11,29.0607,0.5622
6/1/11,29.2522,0.556
7/1/11,27.2355,0.4654
8/1/11,27.4144,0.4009
9/1/11,29.0257,0.4952
10/1/11,29.4974,0.6159
11/1/11,30.8749,0.6164
12/1/11,28.6497,0.5764
1/1/12,26.7473,0.4187
2/1/12,26.0049,0.3274
3/1/12,25.5142,0.3202
4/1/12,29.543,0.5475
5/1/12,32.9187,0.6202
6/1/12,28.9419,0.5515
7/1/12,27.0286,0.4204
8/1/12,27.2402,0.4074
9/1/12,29.6287,0.4822
10/1/12,29.8503,0.6202
11/1/12,30.5528,0.6304
12/1/12,27.6863,0.5534
1/1/13,26.5251,0.4241
2/1/13,25.8577,0.3486
3/1/13,26.8608,0.4363
4/1/13,36.2886,0.6328
5/1/13,36.5772,0.6352
6/1/13,32.5259,0.5264
7/1/13,30.7563,0.3818
8/1/13,31.0303,0.4116
9/1/13,31.0908,0.484
10/1/13,33.3161,0.6245
11/1/13,32.5576,0.6546
12/1/13,29.617,0.5847
1/1/14,28.1491,0.4141
2/1/14,27.7157,0.3447
3/1/14,27.8684,0.4309
4/1/14,29.2325,0.558
5/1/14,31.8903,0.6002
6/1/14,28.5117,0.5721
7/1/14,26.7875,0.3834
8/1/14,26.6932,0.392
9/1/14,28.5864,0.4837
10/1/14,32.6537,0.632
11/1/14,30.0759,0.6414
12/1/14,27.8218,0.5685
1/1/15,26.5165,0.4215
2/1/15,26.0891,0.3348
3/1/15,25.7823,0.3828
4/1/15,29.1295,0.5266
5/1/15,32.7299,0.5849
6/1/15,30.1757,0.5754
7/1/15,27.5468,0.4639
8/1/15,27.3509,0.3858
9/1/15,27.1696,0.4068
10/1/15,28.7826,0.6097
11/1/15,28.4361,0.6528
12/1/15,25.9359,0.5906
1/1/16,25.02,0.4333
2/1/16,24.6167,0.3413
3/1/16,25.2391,0.3862
4/1/16,31.102,0.5622
5/1/16,36.0976,0.6342
6/1/16,31.3888,0.5638
7/1/16,29.4852,0.416
8/1/16,29.6166,0.4101
9/1/16,29.0191,0.4169
10/1/16,29.3482,0.5457
11/1/16,27.952,0.5584
12/1/16,27.4655,0.5359
1/1/17,25.8776,0.434
2/1/17,25.5292,0.3437
3/1/17,25.2375,0.3623
4/1/17,27.9675,0.5057
5/1/17,31.3106,0.5867
6/1/17,28.8206,0.54
7/1/17,26.5955,0.3862
8/1/17,26.2997,0.3576
9/1/17,28.9622,0.4319
10/1/17,30.1648,0.5483
11/1/17,30.5885,0.5836
12/1/17,27.1175,0.5068
1/1/18,25.7754,0.3467
2/1/18,25.4692,0.3403
3/1/18,28.5145,0.5095
4/1/18,35.0965,0.6142
5/1/18,37.5496,0.6285
6/1/18,34.1575,0.5419
7/1/18,31.7447,0.4438
8/1/18,30.6387,0.4185
9/1/18,30.6,0.4507
10/1/18,31.8274,0.5863
11/1/18,31.6222,0.6074
12/1/18,28.9086,0.5536
1/1/19,27.4453,0.4073
2/1/19,27.0754,0.3321
3/1/19,26.5431,0.3513
